user_id,latitude,longitude,crime_reported,time_of_day,area_type,safety_label,crime_type,user_age,user_gender,distance_to_police,weather_condition,day_of_week,special_event_nearby,historical_crime_rate,cctv_coverage
user_1,26.725087894061595,78.45733151620188,no,morning,urban,safe,none,51,male,4.717172739122131,rainy,Wednesday,no,0.3402778750308893,yes
user_2,10.207755357639154,74.52390216748744,no,afternoon,urban,unsafe,none,28,male,1.1636236501874007,rainy,Wednesday,no,0.602282111440682,yes
user_3,29.288297394238786,88.9707624380888,yes,afternoon,urban,safe,vandalism,47,male,12.563149087825192,foggy,Monday,no,0.28170092250014794,no
user_4,35.072735807294464,93.70479839088414,no,morning,suburban,unsafe,none,53,male,14.22420350119194,foggy,Friday,no,0.20156308433426373,yes
user_5,8.767615866915358,95.38527990937527,yes,morning,suburban,unsafe,vandalism,44,female,10.959109367420814,sunny,Monday,no,0.6311221947802818,yes
user_6,33.41753927618012,82.98442128571087,no,evening,urban,unsafe,none,59,male,12.759812971387026,sunny,Wednesday,no,0.6738151419534668,no
user_7,10.908711246152825,76.47245770585596,yes,night,urban,safe,vandalism,55,male,12.48182223312261,clear,Wednesday,no,0.5546849712380312,yes
user_8,24.862355393001828,88.87070496526778,no,morning,suburban,safe,none,31,female,4.466002126712166,rainy,Saturday,yes,0.6668009527710346,yes
user_9,18.26961237619275,73.86358998337107,yes,morning,suburban,safe,theft,20,male,10.02253520136337,clear,Saturday,yes,0.4961154591450899,yes
user_10,11.543840561209148,78.51576838667685,no,morning,rural,safe,none,50,male,9.156637221157613,rainy,Monday,no,0.3301988711045787,yes
user_11,25.673584632786827,71.39911382341558,no,night,rural,safe,none,24,male,8.22009976325397,clear,Saturday,yes,0.13867049982898064,no
user_12,32.36203944038793,96.67971955159109,no,morning,rural,safe,none,64,male,5.0829446908652285,clear,Friday,no,0.33375209458192356,no
user_13,17.63420541542559,90.88445102713169,no,evening,urban,safe,none,42,female,11.173810047540007,clear,Thursday,no,0.19003320363070167,yes
user_14,30.344956925621425,79.47675764914965,no,afternoon,suburban,safe,none,36,male,7.494719391934574,foggy,Monday,no,0.6747349827940252,no
user_15,18.09500258819503,89.48581789110906,yes,afternoon,rural,safe,vandalism,37,female,12.812207457090064,rainy,Friday,no,0.34213523294158643,no
user_16,29.059413421118386,68.0581632539044,no,afternoon,rural,safe,none,67,male,13.490501853464941,foggy,Thursday,no,0.6431610576072152,no
user_17,11.411174868717707,84.39082320233754,no,evening,urban,safe,none,40,female,14.459344040093471,sunny,Tuesday,no,0.33351955366315417,no
user_18,36.399543375059125,94.44946936448352,no,evening,rural,safe,none,68,female,13.428172206933544,rainy,Monday,no,0.5624193644436197,no
user_19,10.208234311346125,74.94264934644484,no,evening,suburban,safe,none,37,male,1.7737776743354068,clear,Sunday,no,0.5946596353763801,no
user_20,28.26687453695758,83.35148515669297,no,afternoon,urban,safe,none,45,male,7.596382278554665,foggy,Friday,no,0.8753379941117557,yes
user_21,30.47862069791856,84.69518289563406,yes,evening,rural,safe,harassment,21,male,2.448844984534248,foggy,Monday,no,0.5864871997071993,no
user_22,9.06429062400243,96.54611932222066,no,afternoon,rural,safe,none,34,female,3.2341029816446345,rainy,Monday,no,0.10636331601396992,yes
user_23,11.581672023308023,70.18785501068912,yes,night,rural,unsafe,assault,67,female,3.3370903091287545,foggy,Saturday,no,0.5847274175618297,no
user_24,10.186729012726165,84.32806747364937,no,afternoon,suburban,unsafe,none,43,male,7.251954826556518,sunny,Friday,no,0.6842074835190164,no
user_25,32.81668514071636,91.52454884240635,no,night,suburban,safe,none,61,female,3.6261964041954844,sunny,Wednesday,no,0.44489064244278254,yes
user_26,10.753882995605037,89.33711505303087,no,afternoon,rural,unsafe,none,34,female,0.7645451596116541,sunny,Tuesday,no,0.5385315135857907,yes
user_27,32.60974617014173,87.26978698201387,no,morning,suburban,safe,none,35,female,14.536205374126208,rainy,Thursday,no,0.6231715485773218,no
user_28,35.062817321413874,68.79324614483194,no,night,rural,unsafe,none,67,female,4.257562315979343,rainy,Sunday,no,0.15610955123679224,no
user_29,18.716525167339498,81.64959588028992,no,morning,urban,unsafe,none,36,male,9.09496775853569,foggy,Tuesday,no,0.8920382969569145,yes
user_30,27.515693076648084,92.18232465503019,no,night,urban,safe,none,34,male,8.813227982122124,clear,Thursday,no,0.1198833135387119,yes
user_31,13.91942895773375,87.70809883149037,no,evening,rural,safe,none,30,male,3.123898711862639,rainy,Wednesday,yes,0.7814047556737985,no
user_32,32.335630980249626,77.83935361706747,no,morning,urban,safe,none,64,female,12.01522022190428,sunny,Saturday,no,0.6042824666256159,yes
user_33,34.227655489790166,90.57181915360763,no,afternoon,suburban,unsafe,none,48,female,0.606447057937197,sunny,Sunday,no,0.7491199555876477,no
user_34,21.593024072750403,91.46089776611902,no,afternoon,urban,safe,none,59,male,7.966967776252904,foggy,Sunday,no,0.8744989912770648,yes
user_35,19.319950434092647,82.6650943792916,no,afternoon,rural,safe,none,23,male,8.886263488609107,sunny,Monday,no,0.2863149396419883,no
user_36,17.946921538879394,91.02760969833801,no,night,rural,safe,none,60,female,1.5391848452820864,clear,Monday,yes,0.5459629791304087,no
user_37,25.13824050676905,84.71381824845315,no,morning,suburban,safe,none,33,male,0.8211709114692698,rainy,Thursday,yes,0.7367666178286,yes
user_38,10.891244128439752,82.17574977939314,no,night,urban,safe,none,27,female,4.840436698238782,rainy,Sunday,yes,0.8839267348837222,no
user_39,34.78185138613912,88.3095444610189,no,night,urban,safe,none,56,male,5.269449370206265,rainy,Wednesday,no,0.5633198680630759,yes
user_40,11.954678964382168,70.365272954631,no,morning,suburban,unsafe,none,55,female,10.302191370025774,clear,Tuesday,no,0.7840905696361825,no
user_41,35.21349564738163,80.13429265688674,no,morning,rural,safe,none,44,male,13.012444337723217,rainy,Friday,no,0.2798032226285628,no
user_42,28.5669161017783,75.15189669498315,no,night,rural,unsafe,none,52,male,4.002550915914501,foggy,Monday,no,0.5589324842422349,no
user_43,34.90865459789853,82.86727507743242,no,night,rural,safe,none,48,male,7.5451744496613795,foggy,Wednesday,yes,0.7080026845359496,no
user_44,35.179051964933834,80.42134579111999,no,afternoon,rural,safe,none,36,male,11.055024591050914,sunny,Friday,yes,0.6258880206606234,yes
user_45,9.314174616388083,69.77788617108018,no,evening,urban,safe,none,63,female,5.75325675471374,sunny,Friday,no,0.5005126447822955,yes
user_46,15.905608654895147,77.5836946895101,yes,afternoon,suburban,unsafe,theft,22,female,14.202162162777258,sunny,Thursday,no,0.7337364762180999,no
user_47,31.4446139234261,76.3298786848921,no,night,rural,safe,none,27,male,11.811674876016772,clear,Thursday,no,0.3609808332958345,yes
user_48,19.695474648443742,82.15291223307956,no,morning,rural,safe,none,27,male,8.930247987561973,sunny,Sunday,no,0.5736995674706578,no
user_49,16.316174771279506,74.95020366420522,no,night,urban,safe,none,48,female,11.306727588267696,clear,Tuesday,no,0.2012758207681844,no
user_50,30.815681152032035,85.99697934286704,yes,afternoon,suburban,safe,assault,46,female,10.883166119809992,clear,Tuesday,no,0.1883146858978708,yes
user_51,25.62296499812755,70.7352835655519,no,night,urban,unsafe,none,34,female,2.524165524899636,clear,Sunday,no,0.627532462295552,no
user_52,8.789332701815464,77.18056116139996,no,night,urban,safe,none,56,female,14.12490974289652,rainy,Tuesday,no,0.4589367228219373,yes
user_53,8.78838140596942,75.14158664218262,no,morning,suburban,unsafe,none,59,female,10.757364193920008,clear,Wednesday,no,0.4699644267409052,yes
user_54,18.068629788106847,88.53311588835061,no,night,suburban,safe,none,68,female,8.23200277957105,sunny,Tuesday,no,0.41132349298947746,no
user_55,16.59607525172062,92.39882317790095,no,night,suburban,unsafe,none,25,male,3.633802860968803,clear,Thursday,no,0.2529218271176088,no
user_56,14.170108950446448,85.47881977410097,yes,night,rural,safe,assault,30,male,4.034690456233925,sunny,Monday,no,0.2647576460378428,yes
user_57,30.63121480032342,85.44347249889809,yes,afternoon,rural,unsafe,theft,47,male,2.5318645390072883,clear,Sunday,no,0.8681254544241677,no
user_58,36.39705026415028,77.18104254281586,yes,morning,suburban,unsafe,harassment,28,female,3.5773504383737826,foggy,Thursday,no,0.4963210552802495,no
user_59,19.8775740036252,76.94331682393204,no,evening,urban,safe,none,67,female,14.837689493780225,sunny,Saturday,yes,0.700651831605466,yes
user_60,11.68890663748327,93.31306228510097,no,night,rural,unsafe,none,43,male,0.8648633691103096,rainy,Tuesday,no,0.6568867038803232,yes
user_61,26.524561447526317,83.13137569294383,no,evening,rural,safe,none,42,male,6.993406365876866,foggy,Saturday,no,0.5791846200474862,no
user_62,30.218669666204953,94.16123984533564,no,night,rural,safe,none,69,male,11.296845473482739,foggy,Monday,no,0.48265374090146496,yes
user_63,10.539090835196596,76.27062080596768,no,night,suburban,unsafe,none,30,male,10.442595424655531,rainy,Tuesday,no,0.1467030114482104,yes
user_64,14.034820533370803,70.84724255192135,no,evening,rural,safe,none,63,female,1.732110417810996,clear,Saturday,no,0.3162358429091191,yes
user_65,15.789673129577082,90.49168792880425,no,afternoon,suburban,safe,none,59,female,8.348934084839133,clear,Sunday,no,0.818572693577533,yes
user_66,9.93084209678083,74.79136111749851,no,night,urban,safe,none,29,male,5.213392772212361,rainy,Tuesday,no,0.33289246368437875,no
user_67,23.536991560142816,86.12848837199215,no,afternoon,rural,safe,none,68,male,1.8241654531927083,clear,Monday,no,0.7733578385309161,no
user_68,28.726951324970408,94.57092858607295,no,evening,rural,unsafe,none,44,female,10.867398841427026,clear,Thursday,no,0.4655465667826125,yes
user_69,25.210853170065946,92.24071371716603,no,afternoon,rural,safe,none,35,male,12.79609891298436,clear,Friday,no,0.34899142810993383,yes
user_70,14.301523897372459,95.398758770218,no,evening,urban,safe,none,51,male,3.6662703261286897,foggy,Saturday,no,0.5602242571447039,yes
user_71,29.898265239899068,77.17866557907848,no,afternoon,urban,safe,none,61,male,4.6168625461390915,rainy,Tuesday,no,0.21266223611072332,no
user_72,13.834895193327586,85.16499863683208,yes,afternoon,suburban,safe,assault,49,female,10.65216862297154,clear,Friday,no,0.8131242002448967,yes
user_73,21.99583506462782,80.8757170957224,no,evening,suburban,unsafe,none,64,male,8.154739998331536,foggy,Thursday,no,0.27502503162393677,no
user_74,11.26393670137754,86.13396457288425,no,morning,rural,safe,none,56,female,10.20492088789213,sunny,Wednesday,no,0.8119648017492619,yes
user_75,20.817954050750586,72.54858655470123,no,morning,rural,unsafe,none,24,female,13.276826174074511,foggy,Saturday,no,0.7188751089112987,no
user_76,22.587807401282454,80.93465093056108,no,afternoon,suburban,safe,none,67,male,2.9685153429564717,sunny,Friday,no,0.24552134133315456,yes
user_77,13.121409557949118,96.26189702553445,no,evening,suburban,safe,none,53,male,10.063989407872175,sunny,Wednesday,no,0.24134821349264596,yes
user_78,36.07773664403989,88.13668795892258,no,night,suburban,safe,none,24,female,3.653822060545899,sunny,Wednesday,no,0.4026838287008019,no
user_79,13.838615615913268,95.08376452888808,no,morning,suburban,unsafe,none,46,female,14.817394701179806,rainy,Monday,yes,0.6551851888917504,yes
user_80,28.09314958221235,86.44796060040734,yes,night,suburban,safe,burglary,25,male,7.1463652324118225,foggy,Monday,no,0.5994408041983347,yes
user_81,29.730884186828106,70.5358512425984,no,night,rural,safe,none,27,female,9.53593961841593,foggy,Tuesday,no,0.763139472926207,no
user_82,28.283135800885443,88.64777024469704,no,afternoon,rural,safe,none,40,male,4.110500649288691,clear,Saturday,yes,0.4183572653813207,yes
user_83,14.736767588594745,83.7568728810339,no,afternoon,suburban,unsafe,none,51,male,1.6659247257254854,foggy,Wednesday,no,0.7634181536884678,yes
user_84,29.518884053825023,85.1151543391108,no,afternoon,rural,unsafe,none,52,male,9.364110204564739,clear,Wednesday,no,0.6014058978279686,no
user_85,23.651130101769716,87.59677851058014,no,night,rural,safe,none,21,male,0.5996342144354776,foggy,Sunday,no,0.39156201976984084,yes
user_86,12.857320604222892,92.71331998495414,no,evening,urban,unsafe,none,41,female,7.933376426630629,clear,Tuesday,no,0.8004165218104404,no
user_87,35.86165736149805,87.04108340002333,no,night,rural,safe,none,25,female,12.79772369222683,rainy,Sunday,no,0.6271539561237488,yes
user_88,33.986064786880426,84.82658956599343,no,morning,suburban,unsafe,none,40,female,8.808975002991296,clear,Monday,no,0.6667337320807794,no
user_89,10.599766252273433,82.35229812024366,no,night,urban,unsafe,none,29,female,14.953011548258237,rainy,Saturday,no,0.4227102248824428,yes
user_90,11.172820950043047,72.40247095885317,yes,morning,suburban,unsafe,harassment,46,female,5.695939354976246,sunny,Sunday,no,0.8581193566371587,yes
user_91,8.491450508063854,68.10663787573382,yes,evening,rural,unsafe,harassment,22,female,3.070698778408295,rainy,Monday,no,0.8818426829614762,no
user_92,34.37003635953184,71.59904162914776,no,morning,rural,safe,none,62,male,5.67150508632436,sunny,Friday,no,0.7307468405701666,yes
user_93,25.84844735951842,89.36485526421131,no,afternoon,rural,safe,none,44,female,12.943905487261318,foggy,Thursday,no,0.4267863891589402,yes
user_94,13.60495756227035,84.11550485178925,yes,night,urban,safe,assault,64,female,14.281702110960655,clear,Tuesday,no,0.7511129123105487,yes
user_95,16.65297213352971,85.86612833296893,no,morning,rural,safe,none,60,female,13.527491140320429,foggy,Sunday,no,0.24393186908503353,yes
user_96,35.82666509978039,78.22683935478427,yes,evening,urban,unsafe,theft,62,male,14.07849253792483,rainy,Saturday,no,0.5505852013711565,no
user_97,34.12753605978657,83.42507020934751,no,morning,urban,safe,none,50,male,2.2994809780913155,foggy,Friday,no,0.261054654861453,yes
user_98,19.467931758400482,86.82822470162372,no,night,suburban,unsafe,none,57,female,6.609582380687967,clear,Sunday,no,0.3038837895688178,no
user_99,11.063893028202232,77.72971238798814,no,afternoon,rural,unsafe,none,37,male,7.024603864084763,rainy,Saturday,no,0.48938662684047596,no
user_100,22.391283465279233,93.21801299170579,no,night,urban,safe,none,50,female,13.959688133319114,clear,Wednesday,no,0.29652405705324003,no
user_101,30.78951446313174,69.15178470981115,no,morning,rural,unsafe,none,20,male,0.8510980542198048,sunny,Saturday,no,0.5103892602159825,yes
user_102,15.18647786034391,69.22690837969022,no,afternoon,suburban,safe,none,41,female,5.461906823296346,sunny,Tuesday,yes,0.6709464869102271,no
user_103,11.048292418680358,94.00829083076206,no,morning,urban,safe,none,29,male,10.550002785992046,sunny,Sunday,no,0.5387370421360606,no
user_104,31.203338534183384,69.03378904718716,no,night,urban,unsafe,none,35,male,7.163303052822436,sunny,Tuesday,no,0.5586452521302734,yes
user_105,13.636020577773902,81.38714171722079,no,night,suburban,safe,none,68,female,1.9064504304827392,foggy,Tuesday,yes,0.35092053932821876,no
user_106,12.017568179234072,85.54657651529841,no,night,urban,unsafe,none,59,male,1.3996879553359394,foggy,Monday,no,0.8075759208032766,no
user_107,28.68954785986234,83.91426816886275,no,evening,suburban,safe,none,23,female,12.692354071518077,clear,Thursday,no,0.7346403931542318,no
user_108,16.668647471349495,79.29737313858918,no,night,urban,safe,none,27,male,14.924114555803053,rainy,Thursday,no,0.11856307901210422,no
user_109,9.324175460704183,91.40092163940221,no,morning,suburban,unsafe,none,59,female,1.7964527317784618,rainy,Wednesday,no,0.7403191684599637,yes
user_110,13.929816616886278,96.12270999520416,no,night,suburban,safe,none,41,female,6.176503347070433,foggy,Sunday,no,0.24839185386011328,yes
user_111,14.552574200206093,93.85641093819444,no,evening,suburban,safe,none,48,female,11.896852465542135,clear,Friday,no,0.4431697445146434,no
user_112,16.394550893063766,91.90906975518683,yes,afternoon,suburban,safe,burglary,20,male,5.697200169042303,rainy,Friday,no,0.21289387360886894,yes
user_113,31.089585891116258,86.18639138375163,no,morning,urban,safe,none,38,female,3.207857361760478,foggy,Saturday,yes,0.12311457524819343,yes
user_114,23.05225612140065,77.268808213688,yes,night,suburban,safe,vandalism,18,female,14.036655440947204,clear,Monday,no,0.5296453353023636,no
user_115,27.55516827320704,87.92497959118131,no,morning,rural,safe,none,33,female,1.6038630770757636,rainy,Saturday,no,0.7213169654409324,no
user_116,23.70131461585482,76.5810989617563,yes,morning,urban,unsafe,vandalism,38,female,8.365972284947444,foggy,Thursday,no,0.21403928975683606,yes
user_117,18.87479315517851,81.28850387856264,no,afternoon,rural,unsafe,none,30,male,1.0607721914987276,foggy,Saturday,no,0.2257871925570914,yes
user_118,9.588674717120213,87.87556026585612,no,afternoon,rural,safe,none,20,male,7.003178659169589,clear,Friday,no,0.5256172781247291,no
user_119,22.015951107051524,95.61931520221388,no,night,rural,safe,none,68,male,0.5796362012952436,sunny,Monday,no,0.5346346607688516,no
user_120,10.270454735402648,83.45822474917132,no,night,urban,safe,none,35,male,7.35030762975924,foggy,Wednesday,yes,0.8003784404546193,no
user_121,33.70537086642916,69.83677751656141,no,afternoon,suburban,safe,none,22,female,5.30122731419235,rainy,Sunday,no,0.7624829741838448,yes
user_122,12.239143719280921,90.655280834229,no,afternoon,urban,unsafe,none,64,female,10.927987598703144,rainy,Monday,no,0.6573122263636926,no
user_123,30.579891542510957,82.22070289956764,no,afternoon,suburban,unsafe,none,36,female,10.978066106357725,rainy,Friday,no,0.20147038267257314,yes
user_124,11.116186023364591,85.40016790603764,no,afternoon,urban,safe,none,23,female,12.331253156093897,clear,Tuesday,no,0.6547650515037704,no
user_125,14.455989806559526,83.0793443839107,no,night,rural,safe,none,45,female,13.181926880421942,clear,Thursday,no,0.18654030800767973,yes
user_126,12.469209304786215,93.2755466191146,no,night,suburban,safe,none,55,female,3.651928430786576,foggy,Monday,no,0.23405686341116702,yes
user_127,24.552296135748108,87.90990528071303,no,afternoon,rural,safe,none,27,male,1.424390817982482,rainy,Sunday,no,0.20557761129690377,yes
user_128,15.60195047900369,94.03442740258936,no,afternoon,suburban,safe,none,63,female,3.505779001912293,foggy,Wednesday,no,0.547235586902527,yes
user_129,27.127139515682813,95.48471718880427,no,morning,urban,unsafe,none,52,female,13.163095358527597,foggy,Sunday,no,0.8889621025552906,no
user_130,33.832185597667284,70.590669078283,yes,night,urban,safe,burglary,56,male,3.563284905664835,clear,Monday,no,0.7716983279541079,yes
user_131,22.58569177307742,95.79648591600673,no,night,urban,safe,none,20,female,1.0703417226592429,rainy,Tuesday,no,0.5674111626606901,no
user_132,31.18861560219832,92.3658665853999,no,night,urban,safe,none,38,female,7.996297877942161,sunny,Friday,no,0.791211402710943,no
user_133,33.749966852244654,95.33263176761915,no,afternoon,rural,safe,none,46,female,11.253562919443702,clear,Saturday,no,0.8776748126199476,yes
user_134,36.62986665510909,91.48994123927974,no,morning,rural,safe,none,24,male,2.0168676389739604,rainy,Wednesday,yes,0.6555330350874062,yes
user_135,28.6866618811907,78.31954423280797,no,evening,rural,unsafe,none,36,male,14.395289510142632,clear,Tuesday,no,0.12496724143237029,yes
user_136,19.510327533427308,89.26044943935963,no,afternoon,rural,safe,none,20,male,10.59028581952363,clear,Monday,no,0.6287248555406302,yes
user_137,26.817699574524354,71.74880314140196,yes,afternoon,rural,safe,assault,26,male,4.746494204262965,foggy,Monday,no,0.17341301768209771,yes
user_138,29.96002337229628,95.80790396495246,no,evening,rural,safe,none,65,male,2.97703777208512,rainy,Sunday,yes,0.6740572977450685,no
user_139,21.546802854660953,69.01565149666449,no,night,urban,unsafe,none,28,female,3.5833886104610175,clear,Sunday,no,0.143411394466533,yes
user_140,33.61963657179289,78.97086940544608,yes,afternoon,urban,safe,assault,42,female,12.867714269933455,foggy,Wednesday,no,0.12115108388839052,yes
user_141,17.601553114625077,78.02638329274465,no,morning,rural,safe,none,26,male,11.214236451672802,sunny,Saturday,no,0.5811947069097256,no
user_142,35.45914723503995,79.15460322132054,no,evening,suburban,safe,none,63,female,12.345797319765916,clear,Thursday,no,0.10573406525052542,yes
user_143,33.09585621995076,91.65454181562396,no,night,urban,safe,none,67,female,7.3370949211039855,foggy,Sunday,yes,0.1348365204158337,no
user_144,24.437298136227785,94.50360099011449,yes,afternoon,urban,safe,vandalism,46,male,10.535039598999791,clear,Monday,no,0.6890320534326569,yes
user_145,32.23795985648755,71.157094469823,no,evening,urban,safe,none,60,male,8.827109542937587,foggy,Tuesday,no,0.38695733349959427,no
user_146,14.8110958051751,70.7860401988947,no,morning,urban,safe,none,22,male,4.150586129894913,sunny,Wednesday,no,0.2292275758326297,no
user_147,8.152610787631165,71.55215439799665,no,evening,suburban,safe,none,24,male,8.488261967265942,rainy,Monday,no,0.8310201462166135,no
user_148,23.207735804882752,95.1760736909886,no,night,urban,unsafe,none,32,male,4.318759306051977,rainy,Friday,no,0.5300602720846419,yes
